Statement Period;Statement Number;Transaction Date;Fee Name;Amount(Include Tax);VAT Amount;Release Status;Release Date;Comment;Order Creation Date;Order Number;Order Line ID;Seller SKU;Lazada SKU;WHT Amount;WHT included in Amount;Order Status;Product Name
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Payment Fee;-33.03;3.7999;Released;20 Jan 2025;;16 Jan 2025;207883571748282;207883571848282;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Product Price Paid by Buyer;1299;0;Released;20 Jan 2025;;16 Jan 2025;207883571748282;207883571848282;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Commission Fee;-218.5;30.1376;Released;20 Jan 2025;;16 Jan 2025;207883571748282;207883571848282;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Shipping Fee;-141.25;16.25;Released;20 Jan 2025;;16 Jan 2025;207883571748282;207883571848282;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Shipping Fee Discount;141.25;16.25;Released;20 Jan 2025;;16 Jan 2025;207883571748282;207883571848282;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Free Shipping Max Fee;-90.41;12.4704;Released;20 Jan 2025;;16 Jan 2025;207883571748282;207883571848282;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Payment Fee;-22.6;2.6;Released;20 Jan 2025;;16 Jan 2025;207863398191658;207863398291658;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Product Price Paid by Buyer;889;0;Released;20 Jan 2025;;16 Jan 2025;207863398191658;207863398291658;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Commission Fee;-149.54;20.6256;Released;20 Jan 2025;;16 Jan 2025;207863398191658;207863398291658;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Shipping Fee;-168.37;19.37;Released;20 Jan 2025;;16 Jan 2025;207863398191658;207863398291658;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Shipping Fee Discount;168.37;19.37;Released;20 Jan 2025;;16 Jan 2025;207863398191658;207863398291658;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Free Shipping Max Fee;-61.87;8.5344;Released;20 Jan 2025;;16 Jan 2025;207863398191658;207863398291658;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Payment Fee;-22.6;2.6;Released;27 Jan 2025;;16 Jan 2025;207123679481570;207123679581570;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Shipping Fee Paid by Buyer;145;0;Released;27 Jan 2025;;16 Jan 2025;207123679481570;207123679581570;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Product Price Paid by Buyer;889;0;Released;27 Jan 2025;;16 Jan 2025;207123679481570;207123679581570;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Commission Fee;-149.54;20.6256;Released;27 Jan 2025;;16 Jan 2025;207123679481570;207123679581570;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Shipping Fee;-163.85;18.85;Released;27 Jan 2025;;16 Jan 2025;207123679481570;207123679581570;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Free Shipping Max Fee;-61.87;8.5344;Released;27 Jan 2025;;16 Jan 2025;207123679481570;207123679581570;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;24 Jan 2025;Payment Fee Refunded;22.6;2.6;Released;27 Jan 2025;;16 Jan 2025;207122002123774;207122002223774;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Returned;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;24 Jan 2025;Product Price Refunded to Buyer;-889;0;Released;27 Jan 2025;;16 Jan 2025;207122002123774;207122002223774;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Returned;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;24 Jan 2025;Commission Fee Refunded;149.54;20.6256;Released;27 Jan 2025;;16 Jan 2025;207122002123774;207122002223774;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Returned;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;24 Jan 2025;Reversal of Free Shipping Max Fee;61.87;8.5344;Released;27 Jan 2025;;16 Jan 2025;207122002123774;207122002223774;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Returned;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Payment Fee;-22.6;2.6;Released;20 Jan 2025;;16 Jan 2025;207122002123774;207122002223774;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Returned;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Shipping Fee Paid by Buyer;145;0;Released;20 Jan 2025;;16 Jan 2025;207122002123774;207122002223774;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Returned;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Product Price Paid by Buyer;889;0;Released;20 Jan 2025;;16 Jan 2025;207122002123774;207122002223774;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Returned;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Commission Fee;-149.54;20.6256;Released;20 Jan 2025;;16 Jan 2025;207122002123774;207122002223774;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Returned;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Shipping Fee;-163.85;18.85;Released;20 Jan 2025;;16 Jan 2025;207122002123774;207122002223774;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Returned;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Free Shipping Max Fee;-61.87;8.5344;Released;20 Jan 2025;;16 Jan 2025;207122002123774;207122002223774;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Returned;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Payment Fee;-33.03;3.7999;Released;27 Jan 2025;;15 Jan 2025;207813705052660;207813705152660;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Shipping Fee Paid by Buyer;180;0;Released;27 Jan 2025;;15 Jan 2025;207813705052660;207813705152660;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Product Price Paid by Buyer;1299;0;Released;27 Jan 2025;;15 Jan 2025;207813705052660;207813705152660;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Commission Fee;-218.5;30.1376;Released;27 Jan 2025;;15 Jan 2025;207813705052660;207813705152660;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Shipping Fee;-203.4;23.4;Released;27 Jan 2025;;15 Jan 2025;207813705052660;207813705152660;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Free Shipping Max Fee;-90.41;12.4704;Released;27 Jan 2025;;15 Jan 2025;207813705052660;207813705152660;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Payment Fee;-33.03;3.7999;Released;20 Jan 2025;;15 Jan 2025;207081460861529;207081460961529;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Shipping Fee Paid by Buyer;145;0;Released;20 Jan 2025;;15 Jan 2025;207081460861529;207081460961529;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Product Price Paid by Buyer;1299;0;Released;20 Jan 2025;;15 Jan 2025;207081460861529;207081460961529;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Commission Fee;-218.5;30.1376;Released;20 Jan 2025;;15 Jan 2025;207081460861529;207081460961529;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Shipping Fee;-163.85;18.85;Released;20 Jan 2025;;15 Jan 2025;207081460861529;207081460961529;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Free Shipping Max Fee;-90.41;12.4704;Released;20 Jan 2025;;15 Jan 2025;207081460861529;207081460961529;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;20 Jan 2025;Payment Fee;-22.6;2.6;Released;27 Jan 2025;;15 Jan 2025;207808158196247;207808158296247;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;20 Jan 2025;Product Price Paid by Buyer;889;0;Released;27 Jan 2025;;15 Jan 2025;207808158196247;207808158296247;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;20 Jan 2025;Commission Fee;-149.54;20.6256;Released;27 Jan 2025;;15 Jan 2025;207808158196247;207808158296247;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;20 Jan 2025;Shipping Fee;-180.8;20.8;Released;27 Jan 2025;;15 Jan 2025;207808158196247;207808158296247;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;20 Jan 2025;Shipping Fee Discount;180.8;20.8;Released;27 Jan 2025;;15 Jan 2025;207808158196247;207808158296247;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;20 Jan 2025;Free Shipping Max Fee;-61.87;8.5344;Released;27 Jan 2025;;15 Jan 2025;207808158196247;207808158296247;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
27 Jan 2025 - 02 Feb 2025;PK2NBO6P7YY-2025-005;30 Jan 2025;Penalties for Fulfillment;-10;0;Released;03 Feb 2025;FR;15 Jan 2025;207799153076009;207799153176009;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Payment Fee;-33.03;3.7999;Released;20 Jan 2025;;15 Jan 2025;207799153076009;207799153176009;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Shipping Fee Paid by Buyer;145;0;Released;20 Jan 2025;;15 Jan 2025;207799153076009;207799153176009;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Product Price Paid by Buyer;1299;0;Released;20 Jan 2025;;15 Jan 2025;207799153076009;207799153176009;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Commission Fee;-218.5;30.1376;Released;20 Jan 2025;;15 Jan 2025;207799153076009;207799153176009;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Shipping Fee;-163.85;18.85;Released;20 Jan 2025;;15 Jan 2025;207799153076009;207799153176009;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;19 Jan 2025;Free Shipping Max Fee;-90.41;12.4704;Released;20 Jan 2025;;15 Jan 2025;207799153076009;207799153176009;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
27 Jan 2025 - 02 Feb 2025;PK2NBO6P7YY-2025-005;30 Jan 2025;Penalties for Fulfillment;-10;0;Released;03 Feb 2025;FR;15 Jan 2025;207064664914486;207064665014486;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Payment Fee;-33.03;3.7999;Released;20 Jan 2025;;15 Jan 2025;207064664914486;207064665014486;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Product Price Paid by Buyer;1299;0;Released;20 Jan 2025;;15 Jan 2025;207064664914486;207064665014486;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Commission Fee;-218.5;30.1376;Released;20 Jan 2025;;15 Jan 2025;207064664914486;207064665014486;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Shipping Fee;-141.25;16.25;Released;20 Jan 2025;;15 Jan 2025;207064664914486;207064665014486;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Shipping Fee Discount;141.25;16.25;Released;20 Jan 2025;;15 Jan 2025;207064664914486;207064665014486;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
13 Jan 2025 - 19 Jan 2025;PK2NBO6P7YY-2025-003;18 Jan 2025;Free Shipping Max Fee;-90.41;12.4704;Released;20 Jan 2025;;15 Jan 2025;207064664914486;207064665014486;588004570-1727902372233-0;588004570_PK-2711509827;0;NO;Delivered;Electric Callus Remover for Feet, 2in1 Rechargeable Foot File Pedicure Tools, Portable Foot Callus Remover Water-Resistant Professional Foot Scrubber for Dead Skin Women Men Travel(Pink
27 Jan 2025 - 02 Feb 2025;PK2NBO6P7YY-2025-005;30 Jan 2025;Penalties for Fulfillment;-10;0;Released;03 Feb 2025;FR;15 Jan 2025;207064664720608;207064664820608;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Payment Fee;-22.6;2.6;Released;27 Jan 2025;;15 Jan 2025;207064664720608;207064664820608;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
20 Jan 2025 - 26 Jan 2025;PK2NBO6P7YY-2025-004;21 Jan 2025;Shipping Fee Paid by Buyer;180;0;Released;27 Jan 2025;;15 Jan 2025;207064664720608;207064664820608;588033052-1727900862489-0;588033052_PK-2711460914;0;NO;Delivered;Mini Shaver Portable Electric Shaver, 2024 New Pocket Portable Electric Shave, Magic USB Mini Shaver Electric Razor For Men, Rechargeable Travel Razors For Men Electric Shaver For Shaving Face
